months_as_customer,age,policy_number,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital_gains,capital_loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported
73,44,Kq0606,IL,100/300,500,789.74,0,93263,MALE,Associate,Engineer,Gaming,Divorced,4783.9,1083.75,2023-09-12,Parked Car,No Collision,Major Damage,Other,TX,Lake Sally,"235 Medina Lock Suite 294, East Williambury, VT 06865",7,1,NO,1,1,NO,34787.75,1272.32,9174.23,4513.1,Chevrolet,Model D,2008,N
65,25,Jv6448,NY,250/500,2000,741.88,2000000,38153,MALE,Bachelor,Lawyer,Reading,Married,2307.58,4867.77,2020-10-02,Multi-vehicle Collision,Side Collision,Major Damage,Police,FL,Chanmouth,"804 Michael Inlet, New Leah, IA 58705",20,2,,1,2,YES,39867.57,8731.04,4515.09,10957.71,Honda,Model C,2020,Y
41,38,Zb4255,FL,100/300,2000,1045.45,1000000,63372,MALE,Master,Lawyer,Gaming,Single,9146.28,3346.59,2023-12-18,Multi-vehicle Collision,Front Collision,Total Loss,Fire,TX,Piercemouth,"203 Gary Gateway, South Austinland, VT 43234",7,3,,0,0,,17190.85,5599.92,12927.21,2540.48,Honda,Model B,2001,N
66,20,XK6639,CA,500/1000,2000,1231.65,1000000,87248,FEMALE,Bachelor,Manager,Gaming,Divorced,2565.82,997.34,2025-03-28,Single Vehicle Collision,No Collision,Trivial Damage,Other,NY,New Lisa,"87314 Linda Port Suite 629, South Ruthshire, ME 39877",16,3,NO,1,0,NO,29058.87,4448.0,11723.16,8898.54,BMW,Model C,2003,Y
101,63,Wl6033,NY,250/500,1000,731.32,1000000,71529,FEMALE,Bachelor,Clerk,Gaming,Married,2784.05,2922.68,2021-06-13,Single Vehicle Collision,Rear Collision,Minor Damage,Police,IL,South Adammouth,"87451 Sheila Drive, Lake Jacqueline, AL 11284",17,3,,1,0,YES,48009.88,11558.58,13008.57,9000.24,BMW,Model D,2010,Y
68,37,ez5454,IL,100/300,500,690.67,1000000,36601,FEMALE,High School,Doctor,Traveling,Married,3694.31,266.05,2024-08-19,Single Vehicle Collision,No Collision,Total Loss,Fire,FL,Harveyland,"6275 Kimberly Knolls Apt. 697, Joshuaton, VA 52699",5,2,NO,1,2,NO,49467.99,547.07,3079.1,2289.89,Ford,Model C,2022,N
102,42,VI7854,IL,100/300,2000,752.66,2000000,25226,MALE,PhD,Lawyer,Reading,Married,8365.34,416.8,2020-12-11,Vehicle Theft,Side Collision,Total Loss,Fire,TX,North Ashley,"38368 Ronald Underpass Apt. 457, East Dennis, CA 35614",12,2,YES,2,2,NO,24141.94,1219.02,10098.87,6548.25,Ford,Model A,2001,N
74,67,OD5819,TX,250/500,1000,770.9,0,01414,MALE,Bachelor,Engineer,Gaming,Single,9126.3,827.29,2024-12-29,Single Vehicle Collision,No Collision,Total Loss,Other,NY,West Bradleyville,"720 Michael Ports Apt. 018, New Jennifer, DC 31732",12,3,YES,2,2,NO,13401.55,12535.02,8167.33,14336.91,BMW,Model C,2003,Y
28,61,rK2970,CA,500/1000,1000,923.69,0,85362,MALE,PhD,Lawyer,Sports,Single,3287.39,2155.47,2022-05-27,Parked Car,Rear Collision,Trivial Damage,Police,TX,Port Thomas,"158 Rocha Valleys, North Rubenborough, PA 85163",23,2,,0,0,,17130.47,11197.0,4908.26,3085.08,Toyota,Model A,2020,Y
84,36,bY1492,CA,100/300,2000,1419.44,1000000,61665,MALE,Bachelor,Engineer,Traveling,Single,7510.8,1082.0,2024-03-31,Parked Car,No Collision,Major Damage,Police,TX,Mariamouth,"2487 Brandi Estate, Andersonland, ND 31661",5,2,NO,0,0,YES,41613.58,12401.47,942.67,7028.26,Toyota,Model B,2001,N
90,37,UC2497,FL,100/300,2000,1062.14,2000000,31386,FEMALE,Master,Lawyer,Sports,Married,5437.59,3455.16,2021-01-25,Multi-vehicle Collision,No Collision,Major Damage,Police,CA,Ericksonmouth,"3435 Dean Mountain Suite 296, Thomasmouth, MO 99156",21,2,NO,2,2,,47630.67,13740.54,5026.48,4460.1,Chevrolet,Model A,2010,Y
102,27,NK3802,NY,100/300,2000,622.89,0,06645,MALE,Associate,Engineer,Sports,Married,8826.69,1088.64,2023-02-02,Parked Car,No Collision,Major Damage,Fire,TX,West Sarah,"47960 Jennifer Port Suite 091, Halefort, NJ 54922",5,3,NO,2,0,,7143.83,13280.41,13212.72,13856.47,Honda,Model B,2012,N
107,23,SX4266,CA,250/500,500,1495.49,1000000,91448,MALE,Bachelor,Doctor,Gaming,Divorced,4239.12,3999.21,2021-07-22,Vehicle Theft,No Collision,Trivial Damage,Police,TX,East Michael,"69309 Jennifer Grove, North Erikaberg, IA 14752",4,3,,0,3,,35597.88,13546.68,10770.76,13694.35,BMW,Model A,2017,N
63,26,te7226,NY,250/500,1000,1185.26,0,34399,FEMALE,High School,Engineer,Gaming,Single,6989.58,4412.35,2021-06-10,Parked Car,Rear Collision,Minor Damage,Other,CA,Choimouth,"18429 Jeff Isle, Shaneport, GA 75894",9,2,YES,1,2,YES,22180.77,4695.43,1438.61,11301.65,Chevrolet,Model B,2018,Y
63,45,RA3596,CA,100/300,2000,887.16,0,91404,MALE,PhD,Engineer,Sports,Single,7950.36,2556.45,2025-01-20,Multi-vehicle Collision,No Collision,Major Damage,Fire,FL,Cobbland,"Unit 3902 Box 2624, DPO AA 95999",17,3,NO,2,0,NO,44347.32,11195.11,1076.11,3119.36,Ford,Model C,2014,Y
11,51,Um6500,IL,100/300,1000,1120.93,0,19277,MALE,Master,Clerk,Sports,Single,6744.62,3254.0,2022-06-26,Parked Car,Side Collision,Total Loss,Other,NY,New Benjaminton,"1442 Gordon Gateway Suite 540, Gregorybury, MO 81666",11,1,NO,2,0,NO,24494.82,588.88,8599.55,13822.99,BMW,Model C,2021,N
26,68,Cx9206,TX,500/1000,1000,1054.11,2000000,35581,FEMALE,Associate,Engineer,Gaming,Divorced,9343.64,4059.33,2024-08-30,Parked Car,Rear Collision,Total Loss,Ambulance,TX,New James,"USCGC Matthews, FPO AA 42373",8,3,YES,0,2,,17307.73,1961.91,12348.41,12454.78,Toyota,Model C,2019,Y
45,36,GE9252,NY,100/300,1000,787.35,2000000,73630,FEMALE,High School,Engineer,Reading,Divorced,4107.21,1543.11,2022-04-11,Single Vehicle Collision,Side Collision,Trivial Damage,Fire,FL,West Stephen,"30734 Wright Villages, North Henry, NE 41162",11,3,,0,2,,2491.49,1440.84,3941.59,13302.09,Ford,Model B,2007,N
18,44,qb2247,FL,100/300,1000,1381.54,0,83540,MALE,Associate,Doctor,Sports,Single,1399.28,400.89,2021-05-03,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,FL,Jamesmouth,"50516 David View, West Cody, NM 93391",23,3,,1,1,YES,4459.7,2837.86,11363.47,14245.87,Honda,Model B,2015,Y
10,23,Fd5558,TX,100/300,500,814.74,0,77539,MALE,PhD,Clerk,Cooking,Single,9739.89,269.19,2021-03-27,Vehicle Theft,Front Collision,Total Loss,Police,NY,Cynthiaton,"456 Jones Ramp, West Lisa, CO 17749",7,3,YES,2,0,YES,35544.23,4818.68,14301.61,10871.32,Toyota,Model A,2004,Y
65,27,XH3807,TX,250/500,2000,827.54,2000000,10379,MALE,Master,Engineer,Gaming,Divorced,2617.91,2113.28,2023-03-15,Vehicle Theft,No Collision,Trivial Damage,Fire,CA,Port Johnstad,"PSC 5349, Box 4197, APO AE 44171",2,2,,2,3,YES,11271.6,2361.21,798.7,3221.76,BMW,Model D,2008,Y
93,31,zB5571,TX,500/1000,500,694.03,1000000,30728,FEMALE,High School,Engineer,Reading,Married,8434.55,9.72,2024-09-13,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,New Crystal,"3061 Anderson Walk Apt. 856, West David, WI 00602",7,2,NO,1,3,,15869.61,1186.21,7349.2,14648.69,Ford,Model B,2021,Y
77,40,sj6150,FL,100/300,1000,717.43,0,07675,FEMALE,Master,Engineer,Sports,Divorced,8912.22,2796.51,2024-05-15,Vehicle Theft,No Collision,Trivial Damage,Other,FL,Catherinefurt,"697 Wiley Inlet Apt. 360, Lake Kathyton, AZ 10809",23,2,NO,0,1,,24538.77,10016.09,2367.49,3589.71,Chevrolet,Model A,2017,Y
79,47,Mj6103,CA,250/500,1000,1056.01,0,64148,MALE,Bachelor,Lawyer,Reading,Divorced,2529.13,1707.91,2022-11-23,Vehicle Theft,Rear Collision,Trivial Damage,Fire,TX,New Brittneyton,"163 Rickey Pass Suite 851, Sarahton, SC 05112",3,3,,2,0,NO,48130.18,8891.71,6339.73,5019.63,Toyota,Model B,2020,Y
45,49,Wk5688,TX,100/300,1000,1157.83,2000000,50333,MALE,PhD,Lawyer,Gaming,Divorced,3912.98,701.05,2023-09-21,Parked Car,Front Collision,Total Loss,Fire,CA,Thompsonton,"720 Emily Way, Sethborough, IL 46599",18,1,NO,0,2,NO,2523.74,6453.38,7990.15,12787.88,Honda,Model A,2004,Y
95,47,oU4078,NY,500/1000,500,1012.77,2000000,95453,FEMALE,Associate,Engineer,Traveling,Married,6824.42,1741.21,2024-01-17,Parked Car,Side Collision,Total Loss,Ambulance,TX,New Jeffreyfurt,"45498 Robert Common Suite 674, South Nicholashaven, MT 59410",1,2,,2,3,NO,23931.22,14531.45,13180.65,8301.68,Chevrolet,Model B,2020,Y
103,24,gf1857,NY,100/300,500,1009.98,0,56204,MALE,Bachelor,Engineer,Sports,Married,4944.9,4849.51,2023-08-23,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,Michaelton,"3431 Sabrina Shoal Suite 392, Lake Antoniostad, MI 56668",22,2,NO,2,3,,34949.68,13441.32,4552.59,14167.86,Toyota,Model C,2017,N
53,48,EY3377,NY,100/300,1000,831.4,1000000,32214,MALE,Master,Doctor,Traveling,Married,8237.26,4805.95,2023-04-17,Single Vehicle Collision,Front Collision,Trivial Damage,Other,NY,Lake Jamesfurt,"92615 Kelley Spring Apt. 012, Elizabethberg, LA 44674",3,1,YES,2,3,NO,39150.82,3848.49,2776.94,7217.04,Toyota,Model C,2021,N
29,68,Lc0054,NY,500/1000,500,721.14,1000000,66991,FEMALE,PhD,Clerk,Sports,Married,6572.69,1281.84,2023-03-17,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,CA,Lake Annaside,"7388 Taylor Lane Apt. 630, Port Laura, IA 69464",16,1,NO,1,1,NO,20793.22,8817.35,4612.63,823.8,Chevrolet,Model A,2003,Y
8,23,fs0009,IL,500/1000,1000,820.55,0,29782,MALE,Bachelor,Lawyer,Cooking,Married,968.97,3935.71,2022-05-05,Multi-vehicle Collision,No Collision,Total Loss,Police,FL,Ericport,"74179 Edwards Groves, Websterberg, RI 65582",1,1,YES,1,1,NO,14269.78,11068.14,2741.08,13380.34,Honda,Model C,2000,N
27,42,Zy5189,CA,500/1000,500,1387.81,2000000,21048,MALE,Associate,Engineer,Reading,Married,2578.34,3184.94,2022-02-16,Single Vehicle Collision,Rear Collision,Major Damage,Police,FL,West Eric,"02230 Jeffrey Heights Apt. 567, Castanedaville, MN 10831",0,2,YES,0,3,,29569.82,1264.99,979.2,13131.58,Ford,Model A,2021,N
34,28,gH8904,FL,500/1000,2000,1487.7,0,82949,FEMALE,Associate,Clerk,Traveling,Divorced,1360.89,3874.77,2023-08-12,Single Vehicle Collision,Rear Collision,Trivial Damage,Police,TX,Port Michelle,"1666 Jenna Unions, Port Hectorshire, NM 69602",21,3,,2,2,NO,36993.35,6489.76,10675.76,8242.11,BMW,Model C,2006,N
98,67,cL4479,TX,100/300,500,961.33,0,73491,FEMALE,High School,Clerk,Reading,Married,8515.14,2902.65,2025-03-07,Parked Car,Rear Collision,Major Damage,Fire,CA,Marshchester,"6958 Turner Drives, East Ernestview, OH 20053",6,2,,1,1,NO,26047.63,10558.13,14260.59,11183.74,BMW,Model B,2016,Y
44,19,Ue8863,FL,500/1000,500,1385.57,2000000,32524,MALE,PhD,Manager,Gaming,Married,2592.47,3949.66,2022-08-11,Parked Car,Side Collision,Total Loss,Fire,TX,Youngland,"11802 Shelton Roads, West Kristinbury, OK 54078",22,3,NO,1,3,NO,13402.49,11789.77,4465.35,6162.52,Chevrolet,Model B,2001,N
55,36,DY6104,NY,250/500,1000,607.84,2000000,12627,MALE,Master,Lawyer,Sports,Married,1259.06,3708.58,2020-07-11,Vehicle Theft,Front Collision,Total Loss,Fire,FL,Port Curtisshire,"569 Pamela Stream, Ortizside, WI 28212",14,3,YES,2,2,,43401.84,9971.76,6007.67,8950.74,Ford,Model A,2000,N
4,47,fr1034,CA,500/1000,1000,1328.84,1000000,12721,MALE,PhD,Manager,Reading,Single,7556.66,302.23,2022-12-08,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Port Chad,"0513 Leslie Crescent, Russotown, ME 59540",14,3,YES,1,1,NO,33753.01,13444.96,2010.22,7415.4,Ford,Model A,2021,N
100,21,KV8560,CA,250/500,1000,652.85,0,36531,FEMALE,Associate,Clerk,Sports,Divorced,2586.57,1337.19,2020-10-19,Multi-vehicle Collision,No Collision,Total Loss,Fire,CA,Port Yvonnefurt,"878 Chad Flat Apt. 456, Leroyberg, FL 60495",13,1,NO,2,2,,21292.83,4307.17,13933.61,4941.27,BMW,Model C,2014,Y
23,46,DU7940,CA,100/300,500,1043.71,1000000,35592,MALE,Master,Engineer,Sports,Single,1327.23,725.33,2023-04-07,Parked Car,Rear Collision,Major Damage,Fire,IL,East Jasonmouth,"93391 Phillip Ridges Suite 126, Chadfurt, IN 22498",6,2,,0,3,NO,6015.74,6425.5,12327.67,10802.14,BMW,Model A,2008,N
44,60,SP7531,TX,250/500,500,747.03,1000000,73445,MALE,PhD,Engineer,Reading,Single,3502.15,4688.62,2024-02-07,Multi-vehicle Collision,Side Collision,Minor Damage,Other,TX,West Tracyfurt,"08965 Russell Court, West Jeremiah, MS 38331",21,3,NO,2,2,YES,39863.94,14014.87,14670.89,14236.91,Honda,Model D,2015,N
102,35,Hz0474,CA,250/500,2000,789.18,2000000,61302,FEMALE,Associate,Doctor,Cooking,Single,7314.09,665.97,2020-08-27,Vehicle Theft,Side Collision,Trivial Damage,Fire,NY,Nancyfurt,"481 Smith Run Apt. 610, South Laurentown, CA 58764",11,1,YES,0,1,NO,1069.34,6894.83,2894.44,4233.17,BMW,Model D,2018,N
102,39,tM3759,CA,500/1000,500,925.07,1000000,26357,FEMALE,Associate,Engineer,Reading,Married,1815.15,2801.58,2024-08-10,Multi-vehicle Collision,Rear Collision,Trivial Damage,Fire,NY,Port Veronica,"17196 Victoria Harbors, East Sandraview, LA 11790",21,3,NO,0,3,,11270.03,3877.61,7014.74,12529.22,Ford,Model A,2004,N
25,35,ro5967,NY,100/300,1000,1065.47,0,30957,MALE,Master,Lawyer,Sports,Divorced,8294.56,3483.61,2023-07-05,Multi-vehicle Collision,No Collision,Minor Damage,Police,IL,Lake Ebony,"552 Ashley Coves Suite 033, Johntown, WV 07762",1,2,YES,0,0,,33105.24,7425.04,13135.46,14184.63,Toyota,Model C,2011,Y
32,56,yO9992,TX,100/300,1000,1295.18,0,53482,MALE,Associate,Engineer,Traveling,Divorced,9069.33,4468.35,2023-02-13,Vehicle Theft,Front Collision,Minor Damage,Other,TX,Jasonfurt,"731 Robinson Port Suite 624, Robbinsberg, ID 98313",14,3,YES,0,1,YES,1674.27,14071.23,8123.73,1321.96,Honda,Model A,2019,N
9,47,Qp5865,TX,250/500,500,1459.27,2000000,81992,FEMALE,High School,Doctor,Reading,Single,4437.02,3126.37,2025-03-28,Vehicle Theft,No Collision,Total Loss,Other,TX,Port Timothy,"141 Joshua Flats Apt. 796, Pinedachester, MN 48189",10,3,,1,0,,17600.2,11419.32,4903.08,1124.86,Chevrolet,Model D,2005,Y
51,44,DM1735,IL,500/1000,2000,954.01,1000000,16923,MALE,PhD,Manager,Traveling,Single,5401.77,624.2,2025-03-25,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,IL,Lake Davidberg,"989 Sarah Land Suite 646, Port Brittany, PA 59202",8,3,NO,0,2,NO,8165.59,7561.41,6097.96,10104.79,BMW,Model B,2018,N
14,45,Fa1455,FL,500/1000,1000,1471.79,1000000,30749,FEMALE,PhD,Clerk,Traveling,Divorced,3146.65,1353.67,2020-08-09,Single Vehicle Collision,Rear Collision,Minor Damage,Other,FL,West Doris,"866 Michael Crossroad, West Andrewburgh, AR 01430",14,3,YES,1,2,YES,25696.18,9559.81,9970.22,7025.24,Chevrolet,Model C,2006,N
61,21,uB1101,NY,250/500,1000,1117.49,0,10174,FEMALE,Bachelor,Lawyer,Sports,Divorced,9983.42,4631.51,2020-11-17,Parked Car,Side Collision,Trivial Damage,Police,TX,Jonesshire,"9812 Melissa Alley Apt. 882, New Melissa, MS 75600",14,1,NO,0,3,,29869.85,6140.18,1489.95,7879.93,Honda,Model C,2012,Y
56,62,mR8672,IL,250/500,500,1350.31,0,29081,MALE,Master,Doctor,Traveling,Married,1178.1,1821.03,2020-11-28,Vehicle Theft,Side Collision,Minor Damage,Fire,CA,North Josephview,"736 Montes Stream Suite 192, North Kelsey, OH 18354",0,1,,1,3,,25791.42,8853.56,11921.24,2169.51,Ford,Model B,2022,N
24,39,HU0631,FL,500/1000,500,606.22,2000000,52619,MALE,Bachelor,Manager,Sports,Single,4072.64,3028.74,2021-08-30,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,NY,Davidfurt,"23641 Lawson Manors, West Robin, OR 09167",7,3,NO,1,1,YES,29827.03,5186.07,11118.01,8273.53,Chevrolet,Model D,2023,N
105,19,pj7640,FL,250/500,1000,639.58,1000000,30035,FEMALE,Master,Engineer,Traveling,Single,2475.21,2225.7,2023-12-29,Single Vehicle Collision,Front Collision,Minor Damage,Other,TX,Lake Ashleybury,"82671 Oscar Rapids Apt. 794, Meganburgh, MD 24750",9,1,NO,2,3,YES,33355.56,9735.48,12790.2,6032.86,Chevrolet,Model D,2013,Y
112,23,rW4448,TX,500/1000,2000,1040.81,1000000,33047,MALE,Bachelor,Lawyer,Traveling,Divorced,4371.27,609.7,2023-12-31,Multi-vehicle Collision,Front Collision,Trivial Damage,Ambulance,NY,Wangside,"14330 Scott Rapids, West Annafort, MA 42085",8,1,NO,2,2,YES,31760.6,4135.04,11024.0,9263.25,Chevrolet,Model D,2005,N
27,63,XE9062,TX,100/300,2000,754.82,2000000,70053,MALE,Associate,Doctor,Gaming,Divorced,8695.19,4172.49,2023-06-07,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NY,Hickmanton,"120 Blevins Freeway Suite 216, Lake Tammy, VA 03448",14,3,YES,0,1,,35105.96,4697.29,4460.01,7916.12,BMW,Model D,2014,N
10,41,te2358,TX,250/500,2000,1455.55,2000000,70649,FEMALE,Master,Engineer,Traveling,Married,4176.9,2945.48,2022-04-25,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,TX,East Cindystad,"3793 Davila Walk Suite 519, West Jennifer, TX 11686",11,2,,1,3,,47359.41,11401.61,6292.73,5900.42,Honda,Model D,2012,N
111,34,Da1736,FL,500/1000,500,1105.92,0,29129,MALE,PhD,Lawyer,Gaming,Divorced,4357.9,1647.66,2021-02-05,Parked Car,Side Collision,Minor Damage,Other,TX,Hernandezstad,"1125 Cross Estates Apt. 300, West Raymondbury, WA 67107",1,2,,2,3,,7583.63,8595.52,7570.93,2582.07,BMW,Model C,2023,N
19,28,iG9248,NY,500/1000,500,1218.25,2000000,61624,FEMALE,High School,Manager,Sports,Single,5949.12,2681.05,2021-09-19,Multi-vehicle Collision,No Collision,Total Loss,Police,NY,Port Michelle,"8831 Dana Forks, Jarvisport, MI 20076",12,2,YES,1,3,NO,10906.29,1042.63,2852.29,13067.45,BMW,Model B,2001,Y
12,52,eN0720,CA,100/300,500,817.63,0,59377,MALE,High School,Engineer,Sports,Married,6685.84,2002.42,2022-01-14,Parked Car,Front Collision,Total Loss,Other,TX,New Kennethside,"2796 Crystal Islands, East Colleenmouth, MA 12477",11,1,,1,2,YES,28906.15,2012.96,1584.89,3296.43,Chevrolet,Model D,2008,N
59,63,Gh0510,IL,250/500,1000,665.57,1000000,81561,MALE,PhD,Manager,Reading,Divorced,2415.36,1745.49,2020-08-21,Vehicle Theft,No Collision,Trivial Damage,Fire,CA,Haleyview,"2300 Robert Mission, East John, FL 98257",17,3,,1,3,,13266.47,7227.64,8241.33,2542.56,Honda,Model A,2022,Y
77,57,Rj3034,IL,250/500,2000,988.95,1000000,84353,FEMALE,PhD,Lawyer,Cooking,Married,7036.81,840.6,2024-12-21,Multi-vehicle Collision,No Collision,Total Loss,Fire,FL,Jamesmouth,"169 Melissa Points, Port Catherinechester, MO 29482",16,2,YES,1,3,YES,22271.25,8686.55,12657.63,13353.46,Toyota,Model A,2000,Y
84,70,JE6696,FL,250/500,2000,1283.1,2000000,95775,FEMALE,Associate,Engineer,Gaming,Divorced,9551.08,2270.98,2021-07-12,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Albertborough,"4410 Garcia Lock Suite 970, Lake Amyport, WA 43923",18,1,,1,2,,40028.98,2987.07,4918.82,14800.24,BMW,Model D,2022,Y
20,20,FA0151,NY,500/1000,1000,982.52,0,39733,MALE,PhD,Doctor,Traveling,Single,5219.24,1439.74,2025-03-03,Multi-vehicle Collision,No Collision,Major Damage,Ambulance,CA,New Sierra,"092 Davis Knolls, West Lisachester, OK 92917",21,3,YES,1,0,YES,3629.06,7670.48,5043.85,12899.34,Chevrolet,Model C,2002,N
115,28,kT1315,NY,250/500,1000,1076.3,0,43940,FEMALE,High School,Manager,Traveling,Married,144.83,4773.81,2024-01-04,Multi-vehicle Collision,Side Collision,Major Damage,Police,IL,Ernestbury,"805 Tracey Rue, Fieldsbury, KY 97516",20,3,,1,0,YES,13984.91,556.69,13954.15,3432.07,Toyota,Model A,2014,N
13,60,vV4762,IL,250/500,500,1209.91,2000000,89153,MALE,Associate,Manager,Cooking,Divorced,6430.69,2447.59,2020-12-16,Parked Car,Front Collision,Total Loss,Other,FL,New Michael,"52558 Davenport Mountain, Padillaside, HI 53174",2,2,YES,1,2,NO,47403.67,5394.52,4994.78,13937.91,BMW,Model D,2003,Y
117,42,IL3174,FL,500/1000,500,905.63,2000000,02949,MALE,PhD,Doctor,Sports,Divorced,8699.62,3036.08,2020-10-25,Multi-vehicle Collision,No Collision,Minor Damage,Fire,NY,North Jonathan,"USS Mann, FPO AP 62221",11,1,,0,1,NO,41694.82,3727.46,4118.63,1232.82,Ford,Model D,2019,N
65,29,il8614,TX,500/1000,1000,770.05,2000000,80343,MALE,Associate,Clerk,Sports,Single,2210.47,4594.79,2021-06-22,Single Vehicle Collision,Side Collision,Trivial Damage,Ambulance,IL,West Susan,"592 Mark Underpass Suite 967, Seanland, TX 25190",7,3,,1,2,NO,33729.92,1769.24,4673.44,3121.02,Toyota,Model D,2021,Y
23,20,Tt9830,FL,100/300,2000,1205.68,2000000,99931,MALE,High School,Engineer,Traveling,Married,1895.9,1255.93,2024-04-17,Multi-vehicle Collision,No Collision,Total Loss,Ambulance,TX,Taylorberg,"1160 Faulkner Ports Suite 015, East Darren, ID 50166",6,1,,2,3,,5552.33,2636.64,10505.26,14718.4,Toyota,Model A,2014,Y
22,46,Gm9600,FL,100/300,2000,815.08,0,36191,FEMALE,PhD,Engineer,Sports,Married,9217.41,1598.04,2024-11-28,Vehicle Theft,Rear Collision,Minor Damage,Fire,CA,Reynoldsland,"74611 Jessica Ports, Rayberg, CT 83522",17,2,YES,0,0,YES,29812.08,13542.93,10151.22,3569.74,Ford,Model C,2016,N
83,48,HR6033,FL,500/1000,1000,962.24,2000000,64169,FEMALE,High School,Manager,Gaming,Divorced,6580.7,4819.64,2023-04-08,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,FL,Nicoleberg,"184 Tanya Mountain Suite 309, Lake Adambury, OR 37799",20,1,YES,0,2,NO,18331.65,11939.81,11530.39,6490.08,Chevrolet,Model C,2002,N
38,65,DR9445,FL,100/300,500,899.61,1000000,84723,FEMALE,Master,Doctor,Traveling,Single,8176.26,2573.37,2025-06-05,Single Vehicle Collision,No Collision,Trivial Damage,Other,TX,Mollyport,"6926 Paul Trail, Justinbury, WI 59735",22,3,NO,2,3,NO,39664.39,682.8,11891.8,9788.2,Ford,Model B,2014,N
20,29,ZU9160,IL,500/1000,2000,844.84,1000000,34463,MALE,High School,Engineer,Sports,Single,1840.12,4436.51,2023-06-28,Parked Car,Rear Collision,Total Loss,Ambulance,TX,West Bethany,"PSC 3985, Box 9079, APO AP 75513",15,3,,1,1,NO,32417.53,3832.86,6249.23,1153.57,Toyota,Model C,2004,N
40,31,GW5857,NY,250/500,2000,1361.63,0,29725,MALE,Associate,Manager,Gaming,Single,5903.37,713.72,2024-02-15,Single Vehicle Collision,Side Collision,Total Loss,Fire,TX,Riveraside,"434 Tracy Square Apt. 071, Owensfurt, TX 83970",21,1,,0,1,,32260.11,977.59,10886.34,10268.77,BMW,Model D,2004,N
4,47,GI5007,FL,100/300,2000,1200.85,1000000,29063,MALE,PhD,Engineer,Sports,Married,5384.97,1062.09,2022-02-12,Parked Car,No Collision,Trivial Damage,Other,IL,Silvaberg,"0336 Anderson Plaza Suite 023, Port Yvonneberg, TX 51958",0,1,NO,2,1,NO,15868.97,6748.65,6185.91,9309.71,Chevrolet,Model B,2013,Y
88,54,uS3273,TX,250/500,2000,967.63,0,88446,FEMALE,High School,Clerk,Traveling,Married,5792.81,1670.99,2023-02-25,Vehicle Theft,Side Collision,Trivial Damage,Fire,FL,Lisaport,"9032 John Orchard, Joneschester, RI 43720",12,3,YES,0,1,NO,22948.37,12311.96,7573.7,9664.11,BMW,Model D,2017,Y
61,21,xw9355,TX,500/1000,500,773.19,2000000,91577,MALE,Bachelor,Lawyer,Cooking,Married,3977.58,229.86,2020-10-03,Single Vehicle Collision,Front Collision,Trivial Damage,Police,IL,Hatfieldton,"PSC 2006, Box 1741, APO AE 55301",1,2,,1,1,,40874.02,6098.64,11212.93,8039.32,Chevrolet,Model D,2019,Y
35,34,ZE4594,IL,500/1000,500,1278.52,2000000,51832,FEMALE,High School,Clerk,Cooking,Divorced,7072.76,2085.44,2023-02-07,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,NY,Port Ethanside,"270 Nguyen Mill, Garciaberg, FL 71413",17,3,YES,2,1,YES,27678.7,8394.6,2258.92,8899.88,Ford,Model C,2015,N
75,22,sA0564,CA,100/300,500,1044.56,1000000,73568,MALE,PhD,Clerk,Reading,Single,7758.96,4383.29,2022-06-27,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,CA,Johntown,"USNV Wood, FPO AA 76605",3,3,NO,0,0,YES,31731.97,3986.67,1941.39,2702.59,Toyota,Model B,2007,N
82,66,Tv0263,CA,100/300,500,861.98,0,56692,MALE,High School,Doctor,Cooking,Single,1835.91,610.97,2023-04-22,Vehicle Theft,No Collision,Major Damage,Police,NY,South Tyroneside,"32763 Jose View Suite 008, Lake Judy, MO 74630",5,3,NO,2,0,YES,5786.48,11712.61,7546.39,5142.9,Chevrolet,Model A,2000,Y
89,24,lR2690,IL,100/300,2000,671.26,1000000,24586,FEMALE,Bachelor,Doctor,Gaming,Married,8499.36,2648.0,2023-09-06,Parked Car,Side Collision,Trivial Damage,Police,TX,North Anne,"061 Mejia Camp Suite 701, Erikaburgh, AR 27659",2,2,NO,2,3,NO,22332.8,2171.4,7245.34,9582.16,Chevrolet,Model D,2000,Y
