customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,MonthlyCharges,TotalCharges,Churn
CUST02568,Female,0,No,No,16,Yes,No,DSL,86.16,1373.66,Yes
CUST02569,Female,1,No,Yes,21,Yes,No,No,20.13,417.66,No
CUST02570,Male,0,No,No,29,Yes,No,Fiber optic,28.9,835.51,No
CUST02571,Female,0,No,No,15,Yes,No,DSL,23.51,347.49,No
CUST02572,Male,0,No,Yes,51,Yes,No,No,106.46,5433.12,No
CUST02573,Male,0,No,No,7,Yes,No,DSL,51.33,361.37,Yes
CUST02574,Male,0,Yes,Yes,63,Yes,No,Fiber optic,56.71,3567.06,No
CUST02575,Male,1,No,No,38,Yes,No,No,65.04,2479.2,Yes
CUST02576,Female,0,Yes,No,30,Yes,No,Fiber optic,104.93,3147.11,Yes
CUST02577,Male,0,Yes,Yes,11,Yes,No,Fiber optic,21.42,228.16,Yes
CUST02578,Male,0,Yes,No,32,No,No,DSL,31.86,1013.78,No
CUST02579,Female,0,Yes,Yes,57,Yes,No,DSL,88.52,5046.44,No
CUST02580,Female,0,No,No,11,Yes,No,DSL,116.39,1277.06,No
CUST02581,Female,0,No,No,24,Yes,No,No,84.28,2029.74,Yes
CUST02582,Male,0,No,No,37,Yes,Yes,No,46.11,1705.96,No
CUST02583,Female,0,No,No,47,Yes,No,DSL,71.99,3391.84,No
CUST02584,Female,0,Yes,Yes,54,Yes,No,DSL,117.5,6337.04,No
CUST02585,Male,0,Yes,Yes,2,Yes,No,DSL,72.81,148.99,Yes
CUST02586,Female,0,No,Yes,68,Yes,No,DSL,57.35,3907.52,No
CUST02587,Female,0,No,No,34,Yes,No,DSL,58.34,1979.42,No
CUST02588,Female,0,Yes,Yes,50,Yes,No,Fiber optic,116.7,5827.71,Yes
CUST02589,Female,0,No,No,26,Yes,Yes,No,91.89,2388.27,No
CUST02590,Male,0,Yes,No,36,Yes,No,Fiber optic,88.72,3203.15,No
CUST02591,Female,0,Yes,Yes,15,Yes,No,Fiber optic,43.21,650.82,No
CUST02592,Female,0,Yes,No,24,Yes,No,Fiber optic,75.95,1825.68,No
CUST02593,Male,0,Yes,No,32,Yes,No,Fiber optic,55.67,1784.87,No
CUST02594,Female,0,No,No,61,Yes,No,Fiber optic,44.02,2676.02,No
CUST02595,Male,0,No,No,16,Yes,Yes,DSL,109.56,1751.87,No
CUST02596,Female,0,Yes,No,42,Yes,No,DSL,58.32,2440.99,No
CUST02597,Male,0,No,No,29,No,No,Fiber optic,48.28,1396.44,No
CUST02598,Male,0,No,No,40,No,No,No,113.17,4533.23,No
CUST02599,Male,0,Yes,No,3,Yes,Yes,Fiber optic,39.73,122.32,Yes
CUST02600,Male,0,Yes,Yes,65,Yes,No,No,94.55,6155.66,No
CUST02601,Female,0,No,No,59,Yes,No,DSL,85.27,5024.37,No
CUST02602,Male,0,No,Yes,8,Yes,No,Fiber optic,112.05,894.34,No
CUST02603,Female,0,No,Yes,30,Yes,No,No,103.2,3102.19,No
CUST02604,Male,0,Yes,No,68,Yes,No,Fiber optic,90.53,6150.35,No
CUST02605,Male,0,No,No,23,Yes,No,No,51.46,1176.65,No
CUST02606,Male,0,Yes,No,23,Yes,No,Fiber optic,69.56,1598.43,Yes
CUST02607,Female,0,Yes,Yes,44,Yes,No,DSL,114.45,5033.47,Yes
CUST02608,Male,0,No,No,36,Yes,Yes,DSL,22.32,813.12,No
CUST02609,Female,0,Yes,No,57,Yes,No,Fiber optic,99.43,5666.64,No
CUST02610,Female,1,Yes,Yes,22,Yes,No,No,45.18,1001.18,Yes
CUST02611,Female,1,Yes,No,34,Yes,No,DSL,38.5,1316.76,Yes
CUST02612,Female,1,Yes,No,62,Yes,No,Fiber optic,43.22,2672.8,Yes
CUST02613,Female,0,No,No,5,Yes,Yes,Fiber optic,25.98,134.21,No
CUST02614,Female,0,Yes,Yes,5,Yes,Yes,DSL,119.2,591.55,No
CUST02615,Female,0,Yes,Yes,29,Yes,No,DSL,106.99,3094.6,No
CUST02616,Female,0,Yes,No,0,Yes,No,DSL,72.11,7.49,No
CUST02617,Female,0,Yes,No,62,Yes,No,DSL,91.51,5669.47,No
CUST02618,Male,0,No,No,7,Yes,No,DSL,75.66,526.53,No
CUST02619,Male,0,Yes,Yes,27,Yes,No,DSL,101.16,2727.8,No
CUST02620,Male,0,No,No,32,Yes,Yes,DSL,104.48,3337.37,No
CUST02621,Male,0,Yes,No,52,Yes,No,Fiber optic,43.28,2249.25,Yes
CUST02622,Male,1,Yes,Yes,37,No,No,Fiber optic,65.97,2439.46,No
CUST02623,Female,0,No,No,51,Yes,No,Fiber optic,83.48,4255.66,No
CUST02624,Female,0,No,No,10,Yes,No,Fiber optic,117.84,1186.73,No
CUST02625,Female,1,Yes,Yes,1,Yes,No,No,88.27,85.07,No
CUST02626,Female,0,No,Yes,52,Yes,Yes,No,109.76,5698.13,No
CUST02627,Female,0,Yes,No,67,Yes,Yes,No,104.61,7002.44,No
CUST02628,Female,0,No,No,6,Yes,No,DSL,78.21,473.69,No
CUST02629,Female,0,No,No,66,Yes,Yes,No,109.37,7220.24,No
CUST02630,Male,1,No,No,8,Yes,No,Fiber optic,57.74,470.95,No
CUST02631,Male,0,No,Yes,62,Yes,No,DSL,57.93,3595.55,No
CUST02632,Male,0,Yes,No,10,Yes,No,DSL,98.1,974.88,No
CUST02633,Male,0,No,No,36,Yes,Yes,Fiber optic,33.45,1196.61,Yes
CUST02634,Female,0,Yes,Yes,13,Yes,No,DSL,50.58,657.96,Yes
CUST02635,Female,1,Yes,No,18,Yes,No,DSL,80.86,1458.79,No
CUST02636,Female,0,Yes,Yes,7,Yes,No,Fiber optic,62.01,427.38,No
CUST02637,Male,0,Yes,Yes,6,Yes,No,Fiber optic,114.07,686.45,Yes
CUST02638,Female,0,No,Yes,58,Yes,No,No,115.85,6726.6,No
CUST02639,Female,0,No,Yes,62,No,No,Fiber optic,70.26,4360.67,No
CUST02640,Female,1,No,No,6,Yes,No,Fiber optic,73.91,446.74,Yes
CUST02641,Male,0,Yes,No,54,Yes,No,DSL,92.46,4998.63,No
CUST02642,Female,0,Yes,No,2,Yes,No,Fiber optic,65.73,123.54,No
CUST02643,Male,0,No,No,66,Yes,No,Fiber optic,39.01,2568.74,Yes
CUST02644,Male,0,Yes,No,17,Yes,No,No,94.7,1600.66,No
CUST02645,Male,0,No,No,44,Yes,No,DSL,93.78,4119.22,No
CUST02646,Male,1,No,No,35,Yes,No,Fiber optic,44.5,1565.76,No
CUST02647,Female,0,No,No,15,Yes,No,Fiber optic,103.29,1543.79,No
CUST02648,Male,1,No,No,28,Yes,No,No,81.36,2281.32,Yes
CUST02649,Male,0,No,No,58,Yes,No,No,43.63,2534.37,Yes
CUST02650,Female,0,Yes,Yes,17,Yes,No,DSL,85.2,1451.31,No
CUST02651,Female,0,No,No,48,Yes,No,Fiber optic,43.36,2082.36,No
CUST02652,Male,0,Yes,No,45,Yes,Yes,Fiber optic,46.52,2093.12,No
CUST02653,Female,1,Yes,No,28,No,No,No,104.8,2932.8,Yes
CUST02654,Male,0,Yes,Yes,69,Yes,No,Fiber optic,112.95,7801.89,No
CUST02655,Male,0,No,No,49,Yes,No,DSL,45.69,2229.0,No
CUST02656,Male,0,Yes,No,54,Yes,No,DSL,112.81,6082.81,No
CUST02657,Male,0,Yes,Yes,26,Yes,No,Fiber optic,43.88,1140.73,Yes
CUST02658,Female,0,Yes,No,6,No,No,Fiber optic,31.73,186.99,No
CUST02659,Male,0,No,Yes,40,Yes,No,DSL,25.82,1030.96,No
CUST02660,Female,0,No,No,10,Yes,No,DSL,44.21,452.06,Yes
CUST02661,Female,0,No,No,4,No,No,Fiber optic,58.52,239.58,Yes
CUST02662,Female,0,No,No,65,Yes,No,No,112.75,7336.3,Yes
CUST02663,Female,0,Yes,No,55,Yes,No,No,44.22,2429.47,No
CUST02664,Male,0,Yes,No,11,Yes,No,Fiber optic,56.55,616.84,No
CUST02665,Female,0,No,Yes,41,Yes,No,No,93.42,3835.58,No
CUST02666,Male,1,Yes,Yes,9,Yes,No,DSL,50.21,458.04,No
CUST02667,Female,0,Yes,Yes,27,Yes,Yes,Fiber optic,88.44,2388.88,No
CUST02668,Female,0,Yes,Yes,6,Yes,No,DSL,63.21,387.18,Yes
CUST02669,Male,0,Yes,No,13,Yes,No,Fiber optic,39.64,524.67,No
CUST02670,Male,0,Yes,No,68,Yes,Yes,No,93.41,6351.3,No
CUST02671,Male,0,No,Yes,60,Yes,No,No,22.7,1356.45,Yes
CUST02672,Female,0,Yes,Yes,50,Yes,No,Fiber optic,49.23,2461.84,Yes
CUST02673,Female,0,No,No,41,Yes,No,Fiber optic,55.62,2290.21,No
CUST02674,Male,0,Yes,No,7,Yes,No,No,65.82,456.6,No
CUST02675,Male,0,Yes,No,49,Yes,No,DSL,87.99,4313.86,Yes
CUST02676,Male,0,Yes,No,0,Yes,Yes,Fiber optic,65.94,3.88,No
CUST02677,Male,1,No,No,68,Yes,No,DSL,79.43,5395.52,No
CUST02678,Female,0,Yes,Yes,10,Yes,No,No,79.58,797.57,Yes
CUST02679,Male,0,No,No,47,Yes,No,DSL,57.33,2690.8,No
CUST02680,Male,1,No,Yes,9,Yes,No,DSL,113.4,1027.68,No
CUST02681,Male,0,No,Yes,14,Yes,No,Fiber optic,115.59,1622.56,Yes
CUST02682,Male,0,Yes,Yes,46,Yes,No,DSL,78.19,3603.27,No
CUST02683,Female,0,Yes,No,24,Yes,Yes,DSL,27.17,646.07,No
CUST02684,Male,1,Yes,No,5,Yes,No,Fiber optic,69.11,336.24,No
CUST02685,Female,0,No,Yes,10,Yes,Yes,No,38.44,391.41,Yes
CUST02686,Male,1,Yes,No,16,No,No,DSL,68.32,1090.86,No
CUST02687,Male,0,No,No,14,Yes,No,No,38.85,537.49,No
CUST02688,Female,0,No,No,15,Yes,No,No,90.39,1347.69,Yes
CUST02689,Male,1,Yes,Yes,55,Yes,No,Fiber optic,28.04,1542.53,Yes
CUST02690,Female,0,Yes,No,65,Yes,Yes,Fiber optic,115.33,7489.45,No
CUST02691,Female,0,No,No,35,No,No,DSL,39.54,1385.23,No
CUST02692,Male,0,Yes,Yes,37,Yes,No,DSL,86.07,3189.14,No
CUST02693,Female,0,Yes,Yes,2,No,No,DSL,111.7,224.1,Yes
CUST02694,Female,1,No,Yes,17,Yes,No,DSL,44.79,769.5,No
CUST02695,Female,0,Yes,Yes,53,Yes,No,DSL,113.43,6004.9,Yes
CUST02696,Female,0,No,No,16,Yes,No,DSL,58.87,941.8,Yes
CUST02697,Female,0,No,No,12,Yes,No,Fiber optic,116.05,1385.86,No
CUST02698,Female,0,No,No,62,Yes,No,Fiber optic,117.14,7270.2,Yes
CUST02699,Female,0,Yes,Yes,13,Yes,No,No,38.81,513.17,No
CUST02700,Female,0,Yes,No,58,Yes,No,DSL,103.11,5978.38,No
CUST02701,Male,0,No,No,35,Yes,No,DSL,39.34,1373.01,No
CUST02702,Male,1,Yes,No,17,Yes,No,Fiber optic,42.64,720.47,No
CUST02703,Female,0,Yes,No,4,Yes,No,DSL,28.41,120.83,No
CUST02704,Male,0,Yes,Yes,13,Yes,No,Fiber optic,35.65,467.1,No
CUST02705,Female,1,Yes,No,24,Yes,No,Fiber optic,83.22,2004.89,Yes
CUST02706,Female,0,Yes,No,43,Yes,Yes,Fiber optic,64.93,2784.34,No
CUST02707,Male,0,No,No,38,Yes,No,DSL,99.09,3764.94,No
CUST02708,Female,0,Yes,No,11,Yes,No,DSL,53.2,588.72,No
CUST02709,Female,1,Yes,Yes,60,Yes,No,Fiber optic,116.86,7019.54,No
CUST02710,Female,0,No,Yes,61,Yes,Yes,DSL,24.99,1522.03,Yes
CUST02711,Female,1,No,No,52,No,No,DSL,26.29,1363.34,No
CUST02712,Male,0,Yes,No,52,Yes,No,Fiber optic,90.14,4695.54,No
CUST02713,Female,0,Yes,No,27,Yes,No,DSL,108.75,2927.2,No
CUST02714,Female,0,No,Yes,34,Yes,No,Fiber optic,99.55,3384.29,Yes
CUST02715,Female,0,No,No,64,Yes,Yes,DSL,68.98,4413.89,No
CUST02716,Male,0,No,No,2,Yes,No,DSL,46.96,86.84,No
CUST02717,Female,0,No,No,42,Yes,No,DSL,21.35,894.6,Yes
CUST02718,Male,0,Yes,Yes,49,Yes,No,DSL,70.95,3481.0,Yes
CUST02719,Male,0,No,Yes,70,Yes,No,DSL,67.56,4726.54,No
CUST02720,Female,0,Yes,No,8,Yes,No,DSL,54.42,431.55,No
CUST02721,Female,0,No,No,35,Yes,No,DSL,77.81,2728.99,Yes
CUST02722,Male,0,No,No,22,Yes,No,DSL,92.88,2053.13,Yes
CUST02723,Female,0,No,No,49,Yes,No,No,90.09,4420.0,Yes
CUST02724,Male,0,Yes,No,54,Yes,No,No,46.33,2508.75,No
CUST02725,Male,0,Yes,Yes,11,Yes,No,DSL,78.53,872.62,No
CUST02726,Female,0,No,Yes,31,Yes,No,DSL,34.88,1087.32,No
CUST02727,Female,0,No,Yes,23,Yes,No,Fiber optic,32.16,749.29,No
CUST02728,Male,1,No,No,66,Yes,No,No,98.59,6511.89,No
CUST02729,Male,0,Yes,No,26,Yes,No,No,89.37,2326.85,Yes
CUST02730,Male,0,Yes,No,60,Yes,No,DSL,96.79,5811.27,No
CUST02731,Male,0,No,Yes,18,No,No,Fiber optic,35.25,642.5,No
CUST02732,Female,0,Yes,No,50,Yes,No,Fiber optic,111.46,5576.66,Yes
CUST02733,Female,0,No,No,63,Yes,No,No,33.31,2103.75,Yes
CUST02734,Female,0,Yes,No,1,Yes,No,DSL,107.0,101.32,No
CUST02735,Female,0,No,Yes,35,Yes,No,Fiber optic,55.24,1941.65,No
CUST02736,Female,0,No,No,10,Yes,No,DSL,30.54,304.34,No
CUST02737,Male,0,No,No,67,Yes,No,DSL,48.68,3254.78,Yes
CUST02738,Female,0,Yes,No,67,Yes,No,Fiber optic,38.14,2561.38,Yes
CUST02739,Female,0,No,No,63,Yes,Yes,DSL,69.07,4348.54,Yes
CUST02740,Female,0,Yes,Yes,0,Yes,No,Fiber optic,114.97,-6.32,No
CUST02741,Female,1,No,No,25,Yes,Yes,Fiber optic,52.79,1314.88,No
CUST02742,Female,0,Yes,No,10,Yes,No,No,81.21,802.8,Yes
CUST02743,Male,0,Yes,No,1,Yes,No,DSL,109.17,100.98,No
CUST02744,Male,1,Yes,No,39,Yes,No,DSL,83.01,3239.24,No
CUST02745,Male,0,Yes,Yes,3,Yes,No,DSL,56.22,175.98,No
CUST02746,Female,0,No,Yes,36,Yes,Yes,Fiber optic,119.08,4285.85,No
CUST02747,Male,0,Yes,No,60,Yes,Yes,Fiber optic,38.74,2326.92,Yes
CUST02748,Male,1,No,Yes,4,Yes,No,DSL,72.33,295.51,No
CUST02749,Female,0,No,No,14,Yes,No,Fiber optic,99.67,1392.52,No
CUST02750,Female,0,Yes,Yes,66,Yes,Yes,Fiber optic,20.06,1327.05,No
CUST02751,Female,0,No,Yes,25,Yes,Yes,DSL,90.2,2252.01,Yes
CUST02752,Male,1,Yes,No,5,Yes,No,Fiber optic,46.65,236.1,No
CUST02753,Male,0,Yes,Yes,43,Yes,Yes,Fiber optic,36.97,1584.06,No
CUST02754,Female,0,Yes,No,57,No,No,No,47.42,2712.5,No
CUST02755,Female,1,No,No,45,Yes,No,Fiber optic,116.68,5242.12,No
CUST02756,Male,0,Yes,No,41,Yes,No,DSL,109.19,4476.89,Yes
CUST02757,Male,0,No,No,47,Yes,Yes,Fiber optic,41.38,1940.59,No
CUST02758,Female,0,No,Yes,26,No,No,Fiber optic,31.7,826.22,No
CUST02759,Female,0,No,No,19,Yes,No,DSL,56.42,1070.55,No
CUST02760,Male,1,Yes,No,69,Yes,No,Fiber optic,79.23,5463.0,Yes
CUST02761,Female,0,No,No,34,Yes,No,DSL,106.71,3623.14,No
CUST02762,Male,0,No,No,47,Yes,No,Fiber optic,116.61,5474.32,No
CUST02763,Male,0,No,No,66,Yes,Yes,No,95.12,6283.58,Yes
CUST02764,Male,0,No,No,67,Yes,No,Fiber optic,79.9,5347.74,No
CUST02765,Male,1,No,No,51,Yes,No,Fiber optic,34.23,1751.2,Yes
CUST02766,Female,0,Yes,Yes,67,Yes,Yes,DSL,27.4,1835.5,Yes
CUST02767,Female,0,Yes,Yes,3,Yes,No,DSL,79.6,230.24,No
CUST02768,Male,0,Yes,No,38,No,No,Fiber optic,73.91,2801.89,No
CUST02769,Male,1,Yes,Yes,20,Yes,No,Fiber optic,104.61,2100.06,Yes
CUST02770,Male,0,Yes,Yes,65,Yes,No,DSL,52.26,3398.96,No
CUST02771,Male,0,Yes,Yes,15,Yes,No,No,23.97,353.24,Yes
CUST02772,Male,0,Yes,No,6,Yes,No,DSL,62.37,378.3,Yes
CUST02773,Female,0,No,No,8,Yes,No,Fiber optic,116.92,941.83,No
CUST02774,Female,0,Yes,No,16,Yes,No,Fiber optic,99.56,1589.57,No
CUST02775,Female,0,No,No,11,Yes,No,Fiber optic,23.38,258.31,Yes
CUST02776,Female,0,Yes,No,56,Yes,No,Fiber optic,107.47,6014.19,No
CUST02777,Male,0,No,No,44,Yes,Yes,DSL,67.17,2947.08,No
CUST02778,Male,0,No,No,10,Yes,No,No,56.48,562.79,Yes
CUST02779,Male,1,Yes,No,12,No,No,Fiber optic,54.67,661.07,No
CUST02780,Male,0,Yes,No,30,Yes,No,Fiber optic,79.51,2384.47,No
CUST02781,Male,1,Yes,No,25,Yes,Yes,Fiber optic,73.06,1824.61,No
CUST02782,Female,0,Yes,No,62,Yes,No,DSL,85.66,5308.24,No
CUST02783,Male,0,No,No,30,Yes,No,Fiber optic,77.36,2319.98,No
CUST02784,Female,1,No,No,21,Yes,No,Fiber optic,34.39,718.55,Yes
CUST02785,Female,0,Yes,No,5,Yes,No,Fiber optic,45.72,230.84,No
CUST02786,Female,0,Yes,No,19,Yes,No,Fiber optic,104.1,1969.17,No
CUST02787,Female,1,Yes,No,9,Yes,No,No,86.33,783.12,No
CUST02788,Male,0,Yes,No,34,Yes,No,DSL,64.84,2198.02,No
CUST02789,Female,0,No,No,25,No,No,No,38.26,959.17,No
CUST02790,Female,0,Yes,No,70,Yes,No,DSL,20.77,1452.9,No
CUST02791,Female,0,No,No,36,Yes,No,Fiber optic,51.19,1848.31,No
CUST02792,Male,0,Yes,No,7,Yes,No,DSL,25.48,184.88,No
CUST02793,Male,0,Yes,No,4,Yes,No,DSL,68.23,267.0,No
CUST02794,Male,0,No,No,43,Yes,No,DSL,102.18,4397.28,No
CUST02795,Female,0,Yes,No,66,Yes,No,DSL,48.54,3197.44,No
CUST02796,Female,0,No,No,71,Yes,No,DSL,104.78,7431.86,No
CUST02797,Male,0,No,No,48,Yes,No,Fiber optic,90.46,4350.69,No
CUST02798,Female,0,Yes,Yes,35,Yes,No,DSL,32.53,1131.84,Yes
CUST02799,Male,0,Yes,No,25,No,No,Fiber optic,84.46,2106.06,No
CUST02800,Male,0,No,No,44,Yes,Yes,DSL,35.17,1540.09,No
CUST02801,Female,0,No,No,60,Yes,Yes,DSL,85.48,5128.21,Yes
CUST02802,Female,0,No,No,43,Yes,No,Fiber optic,34.27,1482.0,No
CUST02803,Female,0,Yes,Yes,3,Yes,No,DSL,59.25,173.03,No
CUST02804,Female,1,No,No,57,Yes,No,DSL,76.66,4370.46,No
CUST02805,Male,0,Yes,No,25,Yes,No,No,25.04,624.23,No
CUST02806,Male,0,No,Yes,28,Yes,No,DSL,35.33,985.96,No
CUST02807,Male,0,No,No,8,Yes,No,Fiber optic,52.04,417.76,No
CUST02808,Male,0,Yes,No,35,Yes,No,DSL,66.23,2319.23,No
CUST02809,Male,1,No,No,3,Yes,No,No,105.85,314.74,No
CUST02810,Female,1,Yes,Yes,58,Yes,No,DSL,38.73,2253.35,No
CUST02811,Male,0,No,No,36,Yes,No,No,54.75,1962.06,No
CUST02812,Male,0,Yes,No,12,Yes,Yes,DSL,67.58,802.66,No
CUST02813,Male,1,No,Yes,19,Yes,No,DSL,49.58,951.84,Yes
CUST02814,Female,1,Yes,Yes,16,Yes,Yes,Fiber optic,82.57,1326.07,No
CUST02815,Female,0,No,Yes,50,Yes,No,Fiber optic,45.66,2289.08,No
CUST02816,Female,0,No,No,54,Yes,No,DSL,97.24,5253.01,No
CUST02817,Female,0,Yes,Yes,32,Yes,No,DSL,70.52,2255.04,No
CUST02818,Male,1,Yes,Yes,20,Yes,No,Fiber optic,28.63,575.18,Yes
CUST02819,Male,0,No,No,21,Yes,No,DSL,82.7,1728.55,No
CUST02820,Female,0,Yes,No,24,Yes,No,Fiber optic,76.92,1851.24,No
CUST02821,Female,0,No,No,66,Yes,No,Fiber optic,53.86,3555.57,No
CUST02822,Male,0,Yes,No,11,Yes,No,Fiber optic,21.12,241.45,No
CUST02823,Male,0,No,Yes,14,Yes,No,DSL,40.07,563.73,Yes
CUST02824,Female,1,Yes,No,1,Yes,No,Fiber optic,60.57,53.6,No
CUST02825,Female,0,Yes,Yes,3,Yes,No,DSL,39.99,119.52,No
CUST02826,Female,0,Yes,No,44,Yes,No,DSL,77.75,3412.16,No
CUST02827,Female,0,Yes,No,12,No,No,Fiber optic,91.23,1099.67,No
CUST02828,Male,0,Yes,Yes,54,Yes,No,No,105.6,5702.44,No
CUST02829,Male,0,Yes,No,31,Yes,No,DSL,84.7,2623.09,No
CUST02830,Male,0,No,No,21,Yes,No,DSL,88.9,1876.27,No
CUST02831,Female,0,No,Yes,54,No,No,Fiber optic,80.84,4374.17,Yes
CUST02832,Female,0,No,No,16,Yes,Yes,DSL,118.55,1905.86,Yes
CUST02833,Male,0,Yes,No,69,No,No,Fiber optic,46.1,3175.32,No
CUST02834,Male,0,No,No,50,Yes,No,No,46.63,2336.07,No
CUST02835,Male,1,Yes,No,7,Yes,No,No,32.63,237.32,No
CUST02836,Male,1,No,No,60,Yes,No,DSL,68.57,4115.62,No
CUST02837,Female,0,Yes,Yes,9,Yes,Yes,Fiber optic,29.62,260.86,No
CUST02838,Male,0,Yes,Yes,18,Yes,No,No,47.01,852.54,Yes
CUST02839,Male,1,Yes,No,13,Yes,Yes,DSL,68.27,895.11,No
CUST02840,Male,0,No,Yes,66,Yes,No,Fiber optic,115.76,7644.22,No
CUST02841,Male,0,Yes,No,54,Yes,No,DSL,116.38,6280.39,No
CUST02842,Male,1,No,No,60,Yes,No,DSL,94.37,5656.01,Yes
CUST02843,Male,0,Yes,Yes,55,Yes,No,No,58.93,3243.64,No
CUST02844,Male,0,No,Yes,62,Yes,No,Fiber optic,106.52,6603.9,Yes
CUST02845,Female,1,No,No,10,Yes,No,DSL,107.55,1078.88,No
CUST02846,Female,0,Yes,No,46,Yes,Yes,No,111.02,5099.15,Yes
CUST02847,Female,0,Yes,No,5,Yes,No,Fiber optic,84.0,412.72,No
CUST02848,Female,0,No,No,33,Yes,No,No,40.18,1323.2,Yes
CUST02849,Male,0,No,Yes,64,Yes,No,DSL,29.11,1858.22,Yes
CUST02850,Female,0,Yes,No,63,Yes,No,DSL,111.48,7025.63,Yes
CUST02851,Female,0,No,Yes,65,Yes,No,DSL,25.55,1658.1,Yes
CUST02852,Male,1,No,No,30,Yes,No,Fiber optic,49.59,1491.38,No
CUST02853,Male,0,Yes,No,61,Yes,No,DSL,68.7,4196.08,No
CUST02854,Female,0,No,No,53,Yes,Yes,DSL,22.2,1170.34,No
CUST02855,Female,0,Yes,No,7,Yes,No,No,110.69,783.23,No
CUST02856,Male,0,Yes,No,41,Yes,No,No,48.71,2002.85,Yes
CUST02857,Female,0,No,No,40,Yes,No,Fiber optic,22.85,916.54,No
CUST02858,Male,1,Yes,No,58,No,No,No,119.36,6931.06,No
CUST02859,Male,1,Yes,No,39,Yes,No,No,51.14,1989.78,No
CUST02860,Male,0,No,No,21,Yes,No,Fiber optic,107.68,2259.71,No
CUST02861,Male,0,No,No,23,Yes,No,Fiber optic,65.35,1494.77,No
CUST02862,Female,0,No,Yes,37,Yes,No,No,86.31,3192.59,No
CUST02863,Male,0,No,Yes,1,Yes,No,Fiber optic,44.11,44.24,No
CUST02864,Male,0,No,Yes,40,Yes,No,DSL,70.29,2813.92,No
CUST02865,Female,0,Yes,No,18,Yes,No,DSL,45.77,815.14,No
CUST02866,Male,1,Yes,Yes,1,Yes,No,Fiber optic,115.11,105.76,Yes
CUST02867,Female,0,No,No,61,Yes,No,No,26.09,1589.89,No
CUST02868,Female,0,Yes,No,15,Yes,No,Fiber optic,47.47,705.83,Yes
CUST02869,Female,0,No,Yes,21,Yes,No,No,109.31,2300.69,No
CUST02870,Male,0,No,No,13,Yes,No,Fiber optic,68.0,887.37,No
CUST02871,Female,0,Yes,Yes,55,Yes,No,DSL,80.01,4397.07,No
CUST02872,Female,0,No,No,64,Yes,No,Fiber optic,85.17,5441.8,No
CUST02873,Male,0,No,No,44,Yes,No,DSL,27.09,1185.61,Yes
CUST02874,Female,0,Yes,No,53,Yes,Yes,Fiber optic,21.77,1157.64,No
CUST02875,Female,0,No,Yes,65,Yes,No,No,113.78,7405.5,Yes
CUST02876,Female,0,Yes,No,45,Yes,No,Fiber optic,47.15,2118.28,Yes
CUST02877,Female,0,Yes,No,32,Yes,Yes,No,58.03,1863.0,No
CUST02878,Female,0,No,No,49,Yes,Yes,DSL,88.21,4329.63,No
CUST02879,Male,0,No,No,21,Yes,No,Fiber optic,43.63,907.19,No
CUST02880,Female,0,No,Yes,39,No,No,DSL,93.31,3647.41,No
CUST02881,Female,0,No,No,38,No,No,Fiber optic,65.82,2500.48,No
CUST02882,Male,0,No,No,40,Yes,Yes,Fiber optic,105.66,4235.68,Yes
CUST02883,Male,0,Yes,Yes,67,Yes,No,Fiber optic,47.85,3206.72,No
CUST02884,Male,0,No,No,6,Yes,No,DSL,40.38,236.98,No
CUST02885,Female,0,No,No,70,Yes,Yes,DSL,103.17,7231.39,No
CUST02886,Male,0,Yes,No,3,Yes,No,Fiber optic,52.63,152.76,Yes
CUST02887,Female,0,Yes,Yes,58,Yes,Yes,Fiber optic,61.19,3556.67,No
CUST02888,Female,1,No,Yes,25,Yes,No,Fiber optic,99.37,2477.71,No
CUST02889,Male,0,No,No,30,Yes,No,Fiber optic,83.56,2510.3,No
CUST02890,Male,1,No,No,68,Yes,No,No,64.17,4361.79,No
CUST02891,Female,0,No,Yes,51,Yes,Yes,No,44.99,2303.93,No
CUST02892,Male,0,No,No,71,Yes,No,DSL,96.42,6839.52,Yes
CUST02893,Female,1,No,Yes,20,Yes,No,DSL,38.04,758.98,No
CUST02894,Male,0,No,No,15,Yes,No,Fiber optic,112.83,1695.25,No
CUST02895,Male,0,Yes,No,50,Yes,No,DSL,35.03,1761.05,No
CUST02896,Male,0,No,No,15,Yes,Yes,DSL,100.49,1503.43,No
CUST02897,Female,0,No,No,17,No,No,DSL,62.42,1059.08,No
CUST02898,Male,0,No,No,46,Yes,No,DSL,38.6,1774.84,No
CUST02899,Female,0,No,No,55,No,No,Fiber optic,60.24,3308.25,No
CUST02900,Female,1,Yes,No,27,Yes,No,DSL,42.16,1144.67,No
CUST02901,Female,0,Yes,No,55,Yes,Yes,DSL,33.6,1839.84,No
CUST02902,Female,1,Yes,Yes,36,Yes,No,No,43.92,1585.22,Yes
CUST02903,Male,1,Yes,No,15,Yes,No,No,106.74,1601.78,No
CUST02904,Female,0,Yes,Yes,64,Yes,No,No,30.59,1952.6,No
CUST02905,Female,0,No,No,59,Yes,No,DSL,117.25,6917.61,Yes
CUST02906,Male,1,Yes,Yes,60,No,No,DSL,20.5,1236.6,No
CUST02907,Female,1,Yes,No,10,Yes,No,DSL,85.82,857.11,No
CUST02908,Male,0,No,Yes,65,Yes,No,DSL,105.65,6859.69,No
